,W1,W2,score,,P1,P2,100-3,100-5,100-7,200-3,200-5,200-7,300-3,300-5,300-7,400-3,400-5,400-7,500-3,500-5,500-7,128-3,128-5,128-7,256-3,256-5,256-7,512-3,512-5,512-7
165,death,row,5.25,,موت,قطار,0.15981892,0.113523565,0.06752987,0.0848552,0.07955963,0.027252106,0.042951446,0.03499844,0.03815358,0.038442038,0.04012263,0.020646993,0.08296599,0.039281845,0.01742577,0.12694559,0.06060424,0.08239128,0.081498794,0.023831569,0.04752753,0.09285153,0.032628294,0.025921188
166,death,inmate,5.03,,موت,قیدی,0.19819404,0.1986113,0.19596474,0.16791831,0.14165427,0.15937877,0.12938575,0.1346302,0.12260675,0.14494441,0.14341882,0.10418845,0.09490981,0.101978555,0.09994031,0.15610938,0.18141343,0.19594139,0.1478427,0.14022076,0.120361045,0.12463176,0.11083932,0.115073785
167,lawyer,evidence,6.69,,وکیل,ثبوت,0.21124202,0.24168214,0.2817571,0.16895096,0.19114806,0.20516169,0.13302898,0.16878112,0.19759366,0.13522789,0.15205798,0.15985182,0.11128413,0.12856844,0.15943517,0.16774064,0.24277252,0.24882282,0.13895692,0.17939253,0.19315487,0.120036766,0.14317511,0.1565898
168,life,death,7.88,,زندگی,موت,0.39627278,0.36639667,0.34014145,0.293908,0.26530403,0.26285952,0.25430426,0.2403316,0.21269894,0.2672287,0.2234897,0.20330167,0.26268926,0.22671808,0.19041301,0.35339585,0.33810413,0.32418472,0.2447324,0.22991486,0.20881337,0.2619362,0.21639317,0.19073546
169,life,term,4.5,,زندگی,اصطلاح,0.19897707,0.21461667,0.22199053,0.14745674,0.14392392,0.12155911,0.12564538,0.112412,0.06975828,0.119620025,0.064726554,0.056787368,0.11101246,0.073550045,0.05645551,0.21382324,0.23555762,0.17398229,0.1426647,0.10597354,0.110285714,0.10281703,0.0759515,0.041210838
170,governor,interview,3.25,,گورنر,انٹرویو,0.022411318,0.017560892,0.07268414,0.08462408,0.07657263,0.086797215,0.08471643,0.09167876,0.08852836,0.113124415,0.08798167,0.07238498,0.1144548,0.07011476,0.067109786,0.11158523,0.02846191,0.06754727,0.08798602,0.06481685,0.08283643,0.08571178,0.077162385,0.06690869
171,OPEC,country,5.63,,اوپیک,ملک,0.08298134,0.04990252,0.014522113,0.002866069,-0.028586006,-0.05444799,0.022948155,0.026249833,-0.010252512,0.05683397,0.016857525,0.003429577,0.03092367,0.007025475,-0.001332035,0.10273599,0.007998826,-0.004750243,0.047818698,0.007050585,-0.02112836,0.04018981,0.018608024,0.003512403
172,peace,atmosphere,3.69,,امن,ماحول,0.44107586,0.45679244,0.42831162,0.32297477,0.3067415,0.30399135,0.28384802,0.26426703,0.26081413,0.27166906,0.25504187,0.2425158,0.2724962,0.23808423,0.24009737,0.3770775,0.34994197,0.36488646,0.2982412,0.28199202,0.2569744,0.26620555,0.24374014,0.2449992
173,peace,insurance,2.94,,امن,انشورنس,0.006759459,-0.06251048,-0.07261082,0.01379745,-0.06810196,-0.07642705,0.094824046,0.005130685,-0.01020256,0.039808232,0.032109797,0.007888973,0.050671812,-0.03308803,0.000320888,0.011799332,-0.058955044,-0.05425957,0.02634643,-0.026982466,-0.018102907,0.041442662,0.02481915,-0.011195953
174,territory,kilometer,5.28,,علاقہ,کلومیٹر,0.14655188,0.16717139,0.21809834,0.115050815,0.15465067,0.17156811,0.15082023,0.1357686,0.18397452,0.14865424,0.15560162,0.17795373,0.14038604,0.15748064,0.1781972,0.13428794,0.17807809,0.15166193,0.10755238,0.15342529,0.15853873,0.12820508,0.16496693,0.15911072
175,travel,activity,5,,سفر,سرگرمی,0.21655264,0.17022276,0.13587467,0.13215882,0.12944317,0.10347802,0.107749,0.09388063,0.08503443,0.070734,0.09415901,0.07367997,0.06952666,0.061121397,0.06847585,0.18733615,0.15335569,0.16096516,0.12637278,0.09946008,0.08848695,0.075015,0.060100723,0.057872776
176,consumer,confidence,4.13,,صارفین,اعتماد,-0.04946775,-0.07082012,-0.07601273,-0.06554058,-0.084382005,-0.09513311,-0.07076986,-0.06309034,-0.058749657,-0.068249606,-0.054895636,-0.055890013,-0.07856124,-0.054129887,-0.045427285,-0.094168976,-0.08304724,-0.084510796,-0.07014915,-0.06938296,-0.081519306,-0.06760274,-0.057804868,-0.05622915
177,consumer,energy,4.75,,صارفین,توانائی,0.04602846,0.043476377,0.057485644,0.11041779,0.0608489,0.061492994,0.0887801,0.054525137,0.04272752,0.07194433,0.03731984,0.04218618,0.071961045,0.0461459,0.038813554,0.11735424,0.056488786,0.062216844,0.108007096,0.06264542,0.07339236,0.067565925,0.028447835,0.038724378
178,car,flight,4.94,,گاڑی,پرواز,0.42820302,0.43485224,0.4466357,0.3507412,0.3522711,0.33037367,0.32297945,0.33458176,0.31073144,0.31369382,0.28896576,0.3067559,0.2987577,0.28806263,0.2753581,0.4064111,0.38727695,0.39773124,0.33247656,0.31759554,0.32182977,0.29201782,0.2995219,0.28138334
179,credit,information,5.31,,کریڈٹ,معلومات,0.18023375,0.17884189,0.15675907,0.12533343,0.09404705,0.11304797,0.12685677,0.09358962,0.095293164,0.11563487,0.092293225,0.098498546,0.119632736,0.08956476,0.07241195,0.17708236,0.14953935,0.1484594,0.12877345,0.105512425,0.090696335,0.09857964,0.07584272,0.07315421
180,hotel,reservation,8.03,,ہوٹل,بکنگ,0.22678044,0.30029178,0.30921787,0.15143459,0.17573123,0.19799383,0.113280185,0.14956881,0.17011173,0.13751824,0.109192066,0.14957772,0.09182758,0.09890799,0.13395862,0.17080835,0.26211348,0.2606092,0.14499524,0.14750823,0.1860528,0.09500308,0.12648998,0.14366475
181,grocery,money,5.94,,گروسری,پیسے,0.025193978,0.0956803,0.015596684,0.06428776,0.001397209,0.031197952,0.077021636,0.015011407,0.031690598,0.07137872,0.045024384,0.03680995,0.089428425,0.057269406,0.06288618,0.048805688,0.048644867,0.07306121,0.07535973,-0.020622978,0.060086913,0.052257977,0.04696484,0.06690571
182,registration,arrangement,6,,اندراج,انتظام,0.36131403,0.3532917,0.3010613,0.29864568,0.26236477,0.2743714,0.29114777,0.2495183,0.19519387,0.28764892,0.22032826,0.18598813,0.28183845,0.23902264,0.1848929,0.3730275,0.35017574,0.31073448,0.31845033,0.24416968,0.22504266,0.2888515,0.21560176,0.18626887
183,arrangement,accommodation,5.41,,انتظام,رہائش,0.09234676,0.059380434,0.09091745,0.07729971,0.10109723,0.099362,0.040186264,0.079825826,0.08431283,0.05582663,0.038863733,0.054584373,0.049195867,0.028223742,0.06382008,0.09960526,0.1169484,0.16565767,0.054515984,0.08792296,0.07959262,0.030151434,0.05216095,0.05051654
184,month,hotel,1.81,,مہینہ,ہوٹل,0.012337071,0.00411835,-0.017123468,0.03404011,0.009176502,-0.000427339,0.030583186,0.021305775,0.003407174,0.01977415,-0.011018637,0.007070714,0.001947843,0.005979039,-0.024608778,0.025502589,0.003965367,-0.017594598,-0.008840247,0.001118471,-0.008953255,0.011665626,0.00334483,-0.023105856
185,type,kind,8.97,,طرح,قسم,0.61471486,0.66156006,0.6791281,0.5805737,0.59926254,0.60278785,0.5606202,0.5583342,0.56198066,0.5282356,0.54775065,0.53822494,0.5191316,0.5338362,0.5178539,0.59688365,0.62985563,0.62446475,0.5563291,0.58438635,0.58688706,0.5307281,0.5318987,0.5207274
186,bed,closet,6.72,,بستر,الماری,0.47684044,0.50912696,0.47147036,0.42265853,0.42097357,0.42918986,0.38708678,0.33101228,0.35795426,0.36173078,0.32809195,0.36049676,0.3052345,0.3207921,0.30717465,0.44752914,0.50897425,0.4725834,0.38538212,0.33167896,0.35585195,0.33342996,0.32842296,0.3426659
187,closet,clothes,8,,الماری,کپڑے,0.4581012,0.55744624,0.51863986,0.4194312,0.37420946,0.3895827,0.34691188,0.3556668,0.3356262,0.3422519,0.32513422,0.30420035,0.28342763,0.27050883,0.28935698,0.45369732,0.4639237,0.49403834,0.3545996,0.38102427,0.37016076,0.3059247,0.28581712,0.26827013
188,situation,conclusion,4.81,,حالات,نتیجہ,0.17168716,0.16410477,0.13833913,0.16319583,0.14720947,0.15696435,0.1464789,0.13617216,0.10952371,0.1679374,0.12543826,0.11133078,0.13765451,0.1194236,0.10110614,0.15546346,0.15745473,0.14272183,0.17813095,0.15360597,0.10634615,0.14901915,0.10819477,0.1026199
189,situation,isolation,3.88,,حالات,علیحدگی,0.13998903,0.14631619,0.11545999,0.13653205,0.13051765,0.15503857,0.10719128,0.10594329,0.11012344,0.102271184,0.10224549,0.115974195,0.11658542,0.10252141,0.11259648,0.14347312,0.1265586,0.1566192,0.13015251,0.112989396,0.1477803,0.1031598,0.08873212,0.11727037
190,direction,combination,2.25,,سمت,مجموعہ,0.012512484,0.069346376,0.042976923,-0.052245904,-0.0239967,-0.00050202,-0.06274727,0.00065456,0.013867699,-0.047895856,-0.010059356,-0.008555652,-0.026458185,-0.032174263,0.01984003,0.02303572,0.025117747,0.026402742,-0.055281248,-0.003337771,-0.01872631,-0.022959633,0.008171909,0.007114401
191,street,place,6.44,,گلی,جگہ,0.28628233,0.30083168,0.21495149,0.2586422,0.16834123,0.17257297,0.22236577,0.15527503,0.14619541,0.18898351,0.17765273,0.14275591,0.19961743,0.14616457,0.10880371,0.27832344,0.21720494,0.22258002,0.22086078,0.1653636,0.14081547,0.19525152,0.15306465,0.12780583
192,street,avenue,8.88,,گلی,گلی,1,1,1,1,0.99999994,1,1,1,1,1.0000001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193,street,block,6.88,,گلی,بلاک,0.15717834,0.11929631,0.14633143,0.060825244,0.11365194,0.1211796,0.10439377,0.09758244,0.11387218,0.07239317,0.084640026,0.0800128,0.027563112,0.058293127,0.050750207,0.14202425,0.14249943,0.12956995,0.06947115,0.12595499,0.120743245,0.043297503,0.077865966,0.078602746
194,street,children,4.94,,گلی,بچے,0.18485044,0.17853099,0.19520201,0.10278075,0.10952112,0.14750722,0.09714603,0.085036054,0.07439184,0.07428832,0.07113674,0.07110329,0.07173258,0.08266479,0.09325683,0.13102126,0.14930484,0.18293394,0.08758054,0.093551785,0.096472606,0.0601643,0.06432469,0.07075479
195,listing,proximity,2.56,,فہرست,قربت,0.101239316,0.06677448,0.061227255,0.06059946,0.061643675,0.045589544,0.0886601,0.044800304,0.070365675,0.06168861,0.033587873,0.07896167,0.06190262,0.05423238,0.06068044,0.07615709,0.028062666,0.07351671,0.061786048,0.050620258,0.054658424,0.0858878,0.06838736,0.08381437
196,listing,category,6.38,,فہرست,قسم,0.16347758,0.17019151,0.21705309,0.1311809,0.1199827,0.11413883,0.1028973,0.09026414,0.08860437,0.08805049,0.08567023,0.06811698,0.088746816,0.088417634,0.08261738,0.17855768,0.16607985,0.13243216,0.11114457,0.087279364,0.09671997,0.10295452,0.087741464,0.06654155
197,cell,phone,7.81,,سیل,فون,0.19456838,0.20089184,0.15997118,0.1608905,0.16647397,0.20427592,0.119069226,0.13463847,0.15367085,0.1298134,0.12428677,0.1436549,0.12914206,0.12822609,0.12399496,0.14415057,0.17215914,0.21873853,0.14161745,0.13766846,0.1585306,0.11843658,0.124990135,0.1197616
198,production,hike,1.75,,پیداوار,پیدل,-0.0741838,-0.006451402,-0.07812835,-0.038579524,-0.07679068,-0.0845518,-0.036167804,-0.057319045,-0.05701054,-0.01874306,-0.034696463,-0.03910812,0.00377557,-0.007036176,0.004487135,-0.03914948,-0.06553982,-0.008918362,-0.027298689,-0.032220297,-0.08063051,-0.010539538,-0.006332327,-0.007084223
199,media,trading,3.88,,میڈیا,ٹریڈنگ,0.025070792,0.060635485,0.09219576,0.042894904,0.03376722,0.014011606,0.10062257,0.044005778,0.029360043,0.09296905,0.06858686,0.061510958,0.07793094,0.07626827,0.05768469,0.106171995,-0.001730394,-0.02733184,0.060594294,0.05069388,0.027460996,0.07223143,0.058967113,0.042619407
200,dividend,payment,7.63,,منافع,ادائیگی,0.2283009,0.17627078,0.20554836,0.21175504,0.17110738,0.16738777,0.15894122,0.14367421,0.11440119,0.15574679,0.14327437,0.12471076,0.15469378,0.121347636,0.13729435,0.19079101,0.16468577,0.15467691,0.19142641,0.13818403,0.13348494,0.14254752,0.12938964,0.12358556
201,dividend,calculation,6.48,,منافع,حساب,0.18553825,0.2266888,0.20706353,0.14741896,0.15900858,0.119403236,0.14290892,0.14996003,0.1261574,0.1524329,0.11883618,0.10941369,0.13440132,0.113765344,0.120999396,0.1692759,0.19407661,0.16000427,0.16907473,0.1354559,0.14844799,0.11710738,0.10901495,0.099993244
202,calculation,computation,8.44,,حساب,حساب,0.99999994,1,1,1,1,0.99999994,1,1,1,1,0.99999994,1,1,1,1,1,1,0.99999994,1,1,1,1,1,1
203,currency,market,7.5,,کرنسی,مارکیٹ,0.52904886,0.49759588,0.50239784,0.42093778,0.3991824,0.40432146,0.38082474,0.37312028,0.3646329,0.3601751,0.34510073,0.33794832,0.3494568,0.33723232,0.3301544,0.47063723,0.49035847,0.4782715,0.41605473,0.39777002,0.3699244,0.34205937,0.32254806,0.328247
204,OPEC,oil,8.59,,اوپیک,تیل,0.29968408,0.38025627,0.45823202,0.31961533,0.38834542,0.4149612,0.3206858,0.37703,0.3655258,0.30518237,0.35627553,0.36727968,0.28882086,0.3275874,0.34786826,0.3682112,0.3839245,0.4191851,0.33193347,0.38301438,0.3983391,0.2860959,0.33433387,0.35564852
205,oil,stock,6.34,,تیل,اسٹاک,0.20628922,0.19087338,0.14896871,0.14418769,0.14371634,0.12675892,0.17893171,0.13691261,0.13598701,0.17740922,0.15265706,0.1505399,0.17654613,0.16804351,0.14477867,0.18151048,0.19367637,0.152684,0.17065814,0.13397446,0.1273702,0.18358135,0.1534088,0.1496473
206,announcement,production,3.38,,اعلان,پیداوار,-0.12485005,-0.11256635,-0.08911273,-0.07721588,-0.058137972,-0.05899954,-0.0670235,-0.05082514,-0.05238961,-0.07213777,-0.065136984,-0.06635791,-0.08829216,-0.068694964,-0.07312848,-0.07537488,-0.055613928,-0.07249744,-0.076497726,-0.05336283,-0.047291312,-0.07986381,-0.07194843,-0.06471475
207,announcement,warning,6,,اعلان,انتباہ,0.64001673,0.57497823,0.54122096,0.5362503,0.49617276,0.45017448,0.50772893,0.46165946,0.41904485,0.49037367,0.42500955,0.38730302,0.4620719,0.4286239,0.38951758,0.57894623,0.5457105,0.5133264,0.5221708,0.46633187,0.4377352,0.47294712,0.42350715,0.40035963
208,profit,warning,3.88,,منافع,انتباہ,0.120856114,0.13385065,0.09966264,0.095066495,0.12611863,0.11434421,0.1342478,0.12614559,0.16171114,0.10501854,0.12170316,0.110544264,0.08599065,0.09964814,0.10979655,0.1122616,0.11173541,0.17292619,0.13813806,0.14848924,0.12921584,0.08302862,0.083644465,0.101102106
209,profit,loss,7.63,,منافع,نقصان,0.35901776,0.34980017,0.27315122,0.33254176,0.25818455,0.25255138,0.29984477,0.23400348,0.18567109,0.268553,0.20841461,0.185446,0.26043963,0.20010416,0.18395293,0.37016413,0.32009265,0.32406485,0.30473703,0.23193565,0.21356678,0.27029794,0.20587328,0.1860277
210,dollar,yen,7.78,,ڈالر,ین,0.34111142,0.35618365,0.33645087,0.35187027,0.33177933,0.2974487,0.30485234,0.27452314,0.23691264,0.29033586,0.25363103,0.22531232,0.2723802,0.2286064,0.21069954,0.35757226,0.33897915,0.33273056,0.29088947,0.28914246,0.26445726,0.27495527,0.2302122,0.19750014
211,dollar,buck,9.22,,ڈالر,ڈالر,1,1,0.99999994,1,0.99999994,1,1,0.99999994,0.99999994,1,1,1,1,0.9999999,1,1,1,0.99999994,1,1,1,1,1,1
212,dollar,profit,7.38,,ڈالر,منافع,0.322133,0.2680627,0.25994307,0.31962332,0.28376675,0.2714245,0.32312733,0.28043962,0.24957621,0.28255033,0.26955158,0.2458244,0.29714957,0.2637666,0.24837555,0.31739986,0.2970686,0.2587378,0.32055756,0.2888087,0.2606686,0.28245777,0.26983133,0.25038624
213,dollar,loss,6.09,,ڈالر,نقصان,0.10438254,0.08833019,0.05998552,0.13626657,0.113932595,0.11020026,0.121774234,0.11858794,0.09865873,0.107013635,0.09601711,0.09055289,0.09414729,0.09835212,0.08715908,0.11706202,0.10573166,0.048985288,0.12800422,0.124027394,0.109009326,0.09791743,0.09896721,0.09294342
214,network,hardware,8.31,,نیٹورک,ہارڈویئر,0.4115361,0.25906426,0.23627745,0.29216194,0.21285667,0.1356247,0.2379677,0.14675745,0.18098414,0.2186874,0.11267014,0.13564831,0.1593197,0.15445414,0.11990393,0.40969217,0.2891892,0.2689708,0.2666979,0.19515477,0.20332426,0.17076941,0.13780901,0.11484334
215,phone,equipment,7.13,,فون,سامان,0.25879356,0.2824843,0.32500604,0.28388515,0.25015455,0.2678753,0.2503667,0.2499674,0.24125808,0.23943081,0.22711185,0.21604781,0.24787897,0.24056222,0.21454301,0.24705914,0.26409972,0.27853075,0.25355294,0.2367602,0.23781964,0.25120434,0.23066695,0.22361255
216,five,month,3.38,,پانچ,مہینہ,0.09509459,0.09690304,0.10927524,0.04065922,0.045897212,0.09110108,0.057693876,0.039464258,0.057093363,0.032450065,0.01620699,0.035501327,0.029414257,0.023279501,0.052080035,0.059814654,0.078848034,0.09708434,0.04647153,0.054965306,0.054872483,0.03213068,0.038339764,0.027675275
217,report,gain,3.63,,خبر,فائدہ,0.035898708,0.07155205,0.06298456,0.013761901,-0.016095141,0.01785711,0.033954825,0.006364469,-0.021988863,0.024500074,0.027178926,0.002730864,0.020976854,0.008095977,0.005123489,0.00947798,0.032665115,0.03162805,0.055491958,0.02174924,-0.009670669,0.001406027,-0.003247542,0.001294119
218,liquid,water,7.89,,مائع,پانی,0.47493815,0.41168997,0.387465,0.34924236,0.30217183,0.28125948,0.29219514,0.27853605,0.26844934,0.2577678,0.2420504,0.2795627,0.25958127,0.22254542,0.2069098,0.4025681,0.3672303,0.36202723,0.33534795,0.2660846,0.29046485,0.25315872,0.21699238,0.22221853
219,game,victory,7.03,,کھیل,جیت,0.29801887,0.22495106,0.22215481,0.2988212,0.23399046,0.20963784,0.28420958,0.25337285,0.2300104,0.2760194,0.2526073,0.2330135,0.26715198,0.2444728,0.22803302,0.27071637,0.25480443,0.23138492,0.2861573,0.25724137,0.2290655,0.27035338,0.24523774,0.21373859
220,game,team,7.69,,کھیل,ٹیم,0.20556329,0.20254497,0.18415542,0.18196782,0.15348135,0.13863432,0.16226882,0.13746563,0.13055916,0.14503597,0.13316184,0.124853134,0.13120395,0.12289748,0.123667255,0.18904185,0.17654048,0.1494366,0.17361292,0.14475366,0.13200569,0.13940418,0.12789172,0.12122168
221,marathon,sprint,7.47,,میراتھن,سپرنٹ,0.48421302,0.45863003,0.44445452,0.3795883,0.37575805,0.33617365,0.35499892,0.40914512,0.3692522,0.33845302,0.32669207,0.29023865,0.2973452,0.2654732,0.31699744,0.4362434,0.44807795,0.41237712,0.38425314,0.38387197,0.35328448,0.29330653,0.29932204,0.31008768
222,game,series,6.19,,کھیل,سیریز,0.20152622,0.17350501,0.16411054,0.16184254,0.11198129,0.07875272,0.15412991,0.08942978,0.07998773,0.13769327,0.08451572,0.0610586,0.13185611,0.08232143,0.06628915,0.21274467,0.115229875,0.12666634,0.16749884,0.100906216,0.07176674,0.13725711,0.084913425,0.06452346
223,game,defeat,6.97,,کھیل,ہار,0.21349415,0.19246618,0.16160513,0.1689813,0.1194625,0.11442257,0.14725871,0.13243368,0.11242374,0.131352,0.11531927,0.11999334,0.13060178,0.12303102,0.111091025,0.20572627,0.13250248,0.13116534,0.14402685,0.12506244,0.104746096,0.1390607,0.11926568,0.107270636
224,seven,series,3.56,,سات,سیریز,0.09154102,0.055665046,0.018263398,0.037300054,0.020533618,0.0187962,0.033574462,0.005665542,0.009695083,0.020847028,0.013984368,-0.020813348,0.030050617,-0.001820449,-0.009668108,0.04182543,0.014651235,0.032709554,0.04500562,0.024143595,0.007869069,0.021193553,0.003582728,-0.008517237
225,seafood,sea,7.47,,سمندری,سمندر,0.60781616,0.62371284,0.70281506,0.5657896,0.6139251,0.5820653,0.54947513,0.5276766,0.5414163,0.49963835,0.52033925,0.50578785,0.4746921,0.46893165,0.4911394,0.6002588,0.64500993,0.64795727,0.54459494,0.5381367,0.54696906,0.47533572,0.4815463,0.49425906
226,seafood,food,8.34,,سمندری,خوراک,0.40424278,0.37202084,0.34969515,0.26667416,0.25654855,0.27639082,0.25458178,0.20893978,0.21784715,0.22911145,0.19582385,0.21616027,0.19597915,0.16431856,0.18019049,0.313675,0.33846813,0.3045094,0.2597004,0.24532992,0.23876522,0.20217282,0.1821043,0.21247932
227,seafood,lobster,8.7,,سمندری,لابسٹر,0.33614224,0.47211772,0.453144,0.24615231,0.3781875,0.39476165,0.25161347,0.3593404,0.3626857,0.22169356,0.2554236,0.28735003,0.16851144,0.23981157,0.27983785,0.27401298,0.50099456,0.4850728,0.28105146,0.3375808,0.35081258,0.20356302,0.24459487,0.24859089
228,lobster,food,7.81,,لابسٹر,کھانا,0.19517106,0.33993268,0.24218985,0.14887123,0.21270822,0.20657943,0.07498335,0.18542543,0.16193755,0.10372203,0.14037244,0.10509775,0.12092487,0.10290721,0.108813964,0.2391922,0.27343413,0.31036356,0.10055125,0.17747678,0.13119759,0.10060209,0.11019182,0.095279485
229,lobster,wine,5.7,,لابسٹر,شراب,0.20692292,0.31517577,0.24367991,0.19151036,0.2251531,0.17126252,0.12147839,0.21732712,0.14880575,0.1379778,0.15927169,0.15020314,0.11593764,0.18219115,0.13263476,0.29641235,0.24856862,0.3086459,0.1741551,0.19187218,0.1299972,0.14146322,0.14575614,0.13919234
230,food,preparation,6.22,,خوراک,تیاری,0.2086856,0.22796983,0.2536818,0.17310381,0.19116442,0.16855939,0.16469462,0.13786177,0.13855919,0.15094696,0.14057635,0.11286184,0.15983176,0.13991377,0.13112304,0.21526021,0.21153432,0.2512133,0.16676784,0.1566712,0.16436875,0.1333876,0.13945422,0.13347219
231,start,year,4.06,,شروع,سال,0.040500037,0.04244274,0.035789695,0.001549361,-0.00521638,-0.01817459,-0.001680613,0.003885974,-0.012383873,-0.009261197,-0.002029921,-0.008700914,-0.003968537,0.001319315,-0.016643774,0.001046468,0.011242921,0.009508856,-0.012785573,0.001641164,-0.011865753,-0.011547517,0.001061852,-0.001413282
232,start,match,4.47,,شروع,میچ,0.020934941,-0.021587085,0.01832133,0.014240673,0.027061792,0.031560946,0.018693333,0.020666806,0.025423966,0.012224858,0.019264976,0.032457665,0.016153313,0.01699306,0.033536546,0.026720261,0.022720587,0.018408228,0.017286964,0.015732924,0.03036584,0.013745833,0.01823954,0.034067947
233,game,round,5.97,,کھیل,مرحلہ,0.074971646,0.07273203,0.046469957,0.041361816,0.036885984,0.0336272,0.06759288,0.0501016,0.057516012,0.06228315,0.05162967,0.04063091,0.048526786,0.033833645,0.030349249,0.05413472,0.048991386,0.044971496,0.041792072,0.041807033,0.04544063,0.03818947,0.031065205,0.031280108
234,championship,tournament,8.36,,مقابلہ,ٹورنامنٹ,0.3984522,0.3795238,0.36522168,0.35718834,0.33199215,0.32183725,0.33623093,0.32452115,0.3158826,0.31123146,0.30016857,0.30029675,0.30764756,0.30391917,0.30126897,0.3749011,0.36150324,0.37057665,0.3481748,0.32526976,0.32143152,0.30988786,0.29193985,0.30061156
235,fighting,defeating,7.41,,لڑائی,مغلوب,0.23219521,0.17523612,0.15842225,0.1162913,0.09344147,0.08618884,0.11500229,0.12246857,0.07823151,0.098730415,0.04971355,0.062370367,0.100564785,0.06972098,0.030503564,0.20804402,0.15594538,0.10341961,0.120501794,0.0949449,0.07579927,0.08298739,0.045223817,0.036434054
236,line,insurance,2.69,,لائن,انشورنس,0.13001749,0.09831734,0.1086133,0.13531904,0.13071069,0.10353511,0.11971556,0.09038681,0.08692768,0.107190564,0.079929985,0.08064466,0.08729057,0.08066669,0.063259095,0.12855083,0.10323828,0.1501867,0.13863866,0.14292943,0.099438556,0.084869474,0.0706652,0.060953896
237,day,summer,3.94,,دن,گرمی,0.15358329,0.15601568,0.14501022,0.11913353,0.13986066,0.11735405,0.10894427,0.11099936,0.11570472,0.09823994,0.113156095,0.10488545,0.07164182,0.09262076,0.10017058,0.12573403,0.14747721,0.15252188,0.11595003,0.11548325,0.13630202,0.07584493,0.0973559,0.08755762
238,summer,drought,7.16,,گرمی,خشک,0.53713775,0.570166,0.5555394,0.44811094,0.46260798,0.46751004,0.4207371,0.41231546,0.4123273,0.4143607,0.41139558,0.400954,0.35107943,0.3555183,0.3567801,0.5023352,0.51320416,0.498293,0.42263746,0.44039023,0.41062295,0.3582295,0.36277327,0.3568762
239,summer,nature,5.63,,گرمی,قدرت,0.14144707,0.11996695,0.17666374,0.16566038,0.118231036,0.1226212,0.10575958,0.13642709,0.087865375,0.08470504,0.10209712,0.11031318,0.079274245,0.112837695,0.095507756,0.16837466,0.16169938,0.14629848,0.12369345,0.14819233,0.09572211,0.08186971,0.07710792,0.07875225
240,day,dawn,7.53,,دن,دن,1,1,1,1,1,0.99999994,1,0.99999994,1,1,0.99999994,1,1,1,1,1,1,1,0.99999994,0.99999994,1,0.99999994,1,1
241,nature,environment,8.31,,قدرت,ماحول,0.30209827,0.33637178,0.24909352,0.18903561,0.2149777,0.18753852,0.16502425,0.1440647,0.1295091,0.105361246,0.12709738,0.13779886,0.119630516,0.07531911,0.099874906,0.20414558,0.23127167,0.2528496,0.15729678,0.16890277,0.17397851,0.09636902,0.08630788,0.100207
242,environment,ecology,8.81,,ماحول,ماحولیاتی,0.359221,0.37397838,0.3988715,0.30106562,0.3195203,0.3310957,0.28763652,0.30621532,0.29476523,0.2982286,0.30297697,0.31239906,0.31201828,0.2811794,0.27940774,0.33920318,0.3490072,0.3745939,0.3042016,0.29742238,0.30855146,0.29091918,0.31265748,0.30180442
243,nature,man,6.25,,فطرت,مرد,0.2153293,0.2591659,0.24598888,0.18377769,0.18421727,0.2188174,0.16025533,0.19458042,0.1984813,0.15645413,0.1552353,0.14806454,0.12465736,0.14869235,0.16806298,0.20145823,0.20261434,0.21900544,0.14889014,0.21719667,0.19215581,0.13279085,0.13732538,0.13839784
244,man,woman,8.3,,مرد,عورت,0.42256021,0.42127314,0.44143915,0.37997368,0.35971177,0.3330681,0.311031,0.31940514,0.2781588,0.32040948,0.25439614,0.2474513,0.2843719,0.25619894,0.24318314,0.43915027,0.38804233,0.4239083,0.34772295,0.3355145,0.32583958,0.30855438,0.2509483,0.23033062
245,murder,manslaughter,8.53,,قتل,ہلاک,0.530351,0.5104864,0.5298885,0.46754047,0.46594173,0.45825946,0.45215136,0.449481,0.43860152,0.42667177,0.43514985,0.4184864,0.42500436,0.4265348,0.41834965,0.5061698,0.490259,0.49249125,0.47434396,0.4644881,0.4362354,0.42411268,0.42412692,0.41553572
246,life,lesson,5.94,,زندگی,سبق,0.18450108,0.2136233,0.23282646,0.077235006,0.08560789,0.09113448,0.08655586,0.119601145,0.114347786,0.105441324,0.13570605,0.108201414,0.09918975,0.11844675,0.10640871,0.12609208,0.15925515,0.18676949,0.09483965,0.11102064,0.11526031,0.12307506,0.1133672,0.120651856
247,focus,life,4.06,,فوکس,زندگی,0.15455355,0.13360688,0.11622275,0.015338684,0.017425358,0.03823546,-0.004120891,0.011443215,-0.025268726,0.029032843,0.03316961,0.040257648,0.023950636,0.030071516,0.015217986,0.0797616,0.07676859,0.08641292,-0.019324608,-0.016552214,-0.01492985,0.022330603,0.034952976,0.03288797
248,production,crew,6.25,,صنعت,جماعت,0.22543555,0.13297449,0.111988306,0.21206804,0.05735512,0.05222751,0.13576327,0.09915892,0.09900572,0.11327051,0.09486236,0.086680464,0.13305886,0.10474483,0.08990487,0.15873116,0.1217628,0.13391627,0.11540085,0.13207889,0.10278274,0.13630038,0.112214014,0.07208885
