word1,word2,score,,,P1,P2,100-3,100-5,100-7,200-3,200-5,200-7,300-3,300-5,300-7,400-3,400-5,400-7,500-3,500-5,500-7,128-3,128-5,128-7,256-3,256-5,256-7,512-3,512-5,512-7
shoulder,head,3.42,,496,کندھے,ہیڈ,-0.07182821,-0.14330375,-0.10767124,-0.06930177,-0.09099999,-0.10227529,-0.04593571,-0.11414736,-0.100051194,-0.063518286,-0.12504059,-0.072779655,-0.07216925,-0.08401603,-0.08369939,-0.07633534,-0.11791166,-0.09282362,-0.12681976,-0.091287054,-0.11292001,-0.08280836,-0.07767974,-0.089736685
wagon,carriage,7.7,,497,وگن,گاڑی,0.08638897,0.10777054,0.25201494,0.03129101,0.107069686,0.10471505,0.09212417,0.07999462,0.09676594,0.12673968,0.11678941,0.099323675,0.10717572,0.10117612,0.10235121,0.064494066,0.10895738,0.19266772,0.032097105,0.07600325,0.13592207,0.07340737,0.090820074,0.12361726
car,carriage,5.13,,498,گاڑی,گاڑی,1,1,1,0.99999994,1,0.99999994,0.99999994,0.99999994,1,1,1,1,1,1,1,1,0.99999994,1,1,1,1,1,1,0.99999994
wealth,fame,4.02,,500,دولت,فیم,0.05983988,-0.009477207,0.113806695,0.006720277,0.03810982,0.022540601,0.020095661,0.07241003,0.07535051,0.02368525,0.022514228,0.056863047,0.056826204,0.017650994,0.03868742,0.08384039,0.031905428,0.059609793,0.04969643,0.07001101,0.054747283,0.015194729,-0.02552604,0.052669164
sorrow,shame,4.77,,501,غم,شرمندگی,0.5369199,0.5074757,0.47250593,0.43491983,0.37805188,0.382838,0.38991472,0.33625633,0.30924314,0.36751074,0.32060015,0.2739456,0.3523078,0.27351302,0.23389916,0.47970834,0.4782623,0.44887727,0.39971232,0.36024305,0.33506238,0.3382801,0.29426983,0.22621661
administration,management,7.25,,502,انتظامیہ,مینجمنٹ,0.61275315,0.58569896,0.5628536,0.5614115,0.5589143,0.53293246,0.56699187,0.538137,0.5070714,0.532118,0.52166516,0.504951,0.52374357,0.49897623,0.49592346,0.57338053,0.56223357,0.56277096,0.5753281,0.537883,0.5125779,0.51127625,0.50599754,0.4949452
communication,conversation,8.02,,503,مواصلات,گفتگو,0.17883396,0.16724189,0.17988618,0.06398965,0.08991382,0.11004064,0.05688105,0.06928556,0.07450908,0.050282367,0.061855417,0.06144693,0.05686579,0.056742996,0.06046712,0.0947063,0.11138921,0.16072746,0.05648998,0.06087657,0.09220183,0.038414888,0.035454407,0.042993505
college,profession,3.12,,506,کالج,پیشہ,0.22189075,0.16788043,0.09002945,0.09880696,0.055396654,0.046853267,0.09526917,0.068064965,0.027342837,0.05822084,0.06536757,-0.022625,0.055606835,0.050548475,0.053848132,0.14524913,0.18415947,0.07286064,0.11778155,0.06369811,0.015202649,0.057981513,0.055821143,0.0936795
book,topic,2.07,,507,کتاب,موضوع,0.22530752,0.23243113,0.26573297,0.17525819,0.15879682,0.1738525,0.13301262,0.1438113,0.14558837,0.107634544,0.12346719,0.14126101,0.10468081,0.10146829,0.123962246,0.20905162,0.2161353,0.24999511,0.15350619,0.15403917,0.18417558,0.11827391,0.10297826,0.11873013
formula,equation,7.95,,508,فارمولہ,مساوات,-0.013859008,-0.028929494,-0.020686235,0.047556378,0.001657007,-0.028882187,0.030485267,0.079790615,0.038908247,0.04274451,0.017632646,0.055866495,0.069334015,0.046096507,0.019763414,0.018934108,-0.007395269,0.015275911,0.014853815,0.051625,0.075657606,0.06631222,0.033213988,0.039713856
book,information,5,,509,کتاب,معلومات,0.30676618,0.31649762,0.3385239,0.30044535,0.2903302,0.2832073,0.27031726,0.2572601,0.25107396,0.24505615,0.2195765,0.21057342,0.22736703,0.20237097,0.19713151,0.3339179,0.35067314,0.31923285,0.26703435,0.2671143,0.25015515,0.22629231,0.21307461,0.20849246
boy,partner,1.9,,510,لڑکا,ساتھی,0.20958902,0.16146472,0.099665225,0.13748278,0.09936434,0.10690346,0.12792654,0.11224974,0.10321651,0.12393741,0.09436228,0.07939862,0.099601366,0.085446395,0.06668235,0.16534214,0.1270749,0.10824244,0.10711832,0.10909842,0.100248545,0.092745826,0.08115533,0.07419778
college,class,4.13,,513,کالج,کلاس,0.18514119,0.21210939,0.2257889,0.17923158,0.20186563,0.16836604,0.14989993,0.1689846,0.13699415,0.13170859,0.1157354,0.113998584,0.108872056,0.09635043,0.08358677,0.21677911,0.19667098,0.20580363,0.180494,0.15579006,0.16474794,0.11059196,0.07657093,0.071383104
chief,mayor,4.85,,514,چیف,میئر,0.4127103,0.30703425,0.25722688,0.2868933,0.27246734,0.24359627,0.24532396,0.23635913,0.21135204,0.27228573,0.2202555,0.20549065,0.24537896,0.22560927,0.184302,0.3919753,0.32808587,0.27522135,0.27056706,0.26798388,0.26127198,0.2399235,0.22119422,0.15371217
rabbi,minister,7.62,,515,ربی,وزیر,0.12763466,0.072690174,0.20067896,0.1307298,0.112818524,0.10652825,0.070609756,0.088423796,0.08222385,0.10755748,0.1381283,0.08442496,0.10357961,0.062420495,0.07993969,0.08582729,0.13890381,0.189861,0.11280786,0.093709484,0.07591418,0.08485954,0.08435253,0.036253795
meter,inch,5.08,,516,میٹر,انچ,0.5290023,0.5200294,0.5276749,0.4528232,0.45361266,0.42775005,0.45136216,0.414516,0.414458,0.435312,0.40715408,0.40114948,0.43245876,0.40652183,0.39335245,0.4889064,0.49647152,0.46973395,0.44294304,0.45370758,0.42115209,0.44101632,0.41182974,0.38197625
lawyer,banker,1.88,,518,وکیل,بینکر,0.32858577,0.2174502,0.22117367,0.21975094,0.21868314,0.1575972,0.19389267,0.15051676,0.10379617,0.16642635,0.12237979,0.12927075,0.16959803,0.14793049,0.12791385,0.26320058,0.21079153,0.18912275,0.19667768,0.19097006,0.15433276,0.15605885,0.12688091,0.12048015
camp,cabin,4.2,,520,کیمپ,کیبن,0.19969136,0.21099469,0.12750079,0.10653562,0.075261526,0.056098625,0.08319942,0.04855032,0.030979684,0.11458754,0.05795147,0.0465388,0.10438441,0.07518295,0.0415803,0.1534861,0.09622473,0.059733678,0.12104134,0.081887245,0.06097351,0.061565597,0.061518177,0.0492296
linen,fabric,7.47,,522,لینن,فیبرک,0.39336896,0.37670353,0.41400012,0.26758975,0.36171514,0.33677283,0.32660154,0.32887885,0.27304167,0.29486245,0.29833966,0.30218142,0.2851683,0.2947618,0.27682525,0.3437646,0.30980295,0.28512645,0.31226876,0.3234874,0.3254197,0.22586627,0.24203219,0.24383998
whiskey,champagne,5.33,,523,شراب,شیمپین,0.37582627,0.44989645,0.44821197,0.33054578,0.3776936,0.3409347,0.32268766,0.3429714,0.29882172,0.306123,0.3088036,0.3629273,0.2906283,0.28837085,0.35049412,0.39665836,0.30831125,0.32705683,0.31719792,0.37925023,0.32821476,0.28604043,0.2860692,0.2966667
girl,child,5.38,,524,لڑکی,بچہ,0.59614414,0.5886073,0.5919345,0.46457905,0.48223087,0.47909304,0.4166493,0.40986708,0.40934792,0.37299526,0.3806305,0.36257845,0.37149727,0.36225197,0.35537922,0.54320276,0.5759214,0.57342386,0.43014932,0.4424688,0.41264832,0.35872597,0.35336125,0.3451087
cottage,cabin,7.72,,525,کاٹیج,کیبن,0.062059354,-0.02770493,-0.014960519,0.0062716,-0.016402999,0.015959615,0.047193076,0.007427469,-0.0085322,-0.004281846,0.00760691,-0.012942565,-0.005890074,0.044347208,0.00484628,0.025954455,0.016360119,0.059547827,0.066734165,0.028082285,-0.003417229,0.038411543,-0.023301607,-0.002336372
bird,hen,7.03,,526,پرندہ,بہت,0.061385106,0.13913265,0.1236138,0.1128443,0.08310776,0.14707,0.051437657,0.08777164,0.110798724,0.042851403,0.100093156,0.13365091,0.037234623,0.08543674,0.1281719,0.056624867,0.10677432,0.12968853,0.06590357,0.09600019,0.13474719,0.025407717,0.08204067,0.1056366
adult,baby,2.22,,530,جوان,بچہ,0.39741096,0.41740853,0.4003487,0.33390942,0.33757022,0.36583367,0.32175773,0.26482967,0.28714767,0.29178628,0.25106746,0.2576563,0.25441626,0.21815623,0.22842146,0.38142708,0.39575058,0.39232564,0.3365157,0.31444913,0.3107058,0.26835173,0.23454335,0.23816206
charcoal,coal,7.63,,531,چارکول,کوئلہ,0.25992745,0.23174164,0.23274174,0.24181621,0.24342288,0.25206953,0.18141785,0.18095766,0.18169627,0.15709606,0.103714935,0.17665666,0.17064244,0.14851938,0.11485544,0.24424721,0.2274014,0.25324735,0.19628608,0.20229337,0.17612347,0.110342294,0.06664108,0.10941214
body,spine,4.78,,532,جسم,پشتہ,0.15067469,0.13031393,0.15182844,0.11672464,0.001966647,-0.043732066,0.06441954,0.015497255,-0.001766687,0.046544425,0.05657628,-0.011989439,0.02624734,0.04105187,-0.038120717,0.076053545,0.107869655,0.0354837,0.09018118,0.03847902,0.027496962,0.047935072,0.016439036,-0.031127546
head,nail,2.47,,533,ہیڈ,کیل,-0.13319418,-0.18290706,-0.14879943,-0.16919558,-0.12545338,-0.08033998,-0.12222916,-0.041118853,-0.14465164,-0.11000281,-0.0591541,-0.11754326,-0.04466615,-0.07904383,-0.082281135,-0.1879774,-0.09983505,-0.19393133,-0.105127856,-0.08229959,-0.13079438,-0.083407015,-0.06222185,-0.08367598
spoon,cup,2.02,,535,چمچ,کپ,0.10069163,0.081766956,-0.07264262,-0.001010006,-0.02093915,-0.026106982,0.03479774,0.002318423,-0.012492546,0.033839837,0.001297351,-0.024643587,0.021054465,0.006982596,-0.010022108,0.003256496,-0.00393275,0.007638011,-0.031489555,0.005967096,-0.044911906,0.008806972,-0.001348556,-0.019795027
body,nerve,3.13,,536,جسم,اعصابی,0.50631374,0.46950984,0.49318093,0.4054912,0.4189619,0.4091204,0.35633078,0.39016083,0.39786294,0.37105402,0.375373,0.37018627,0.3417627,0.33186957,0.34255552,0.46258664,0.46272087,0.46097916,0.42210156,0.37739486,0.35949856,0.3660025,0.3528828,0.36770236
bone,neck,2.53,,538,ہڈی,گردن,0.50338024,0.45526654,0.46531942,0.46169364,0.45947725,0.42825356,0.41771716,0.40400165,0.3718304,0.41819647,0.39113382,0.357235,0.39841893,0.39343145,0.34717163,0.51613486,0.48788393,0.47251576,0.3940513,0.43464243,0.38628054,0.38961244,0.37970638,0.33804047
frustration,anger,6.5,,539,مایوسی,غصہ,0.608806,0.62585187,0.61874896,0.5189973,0.5273165,0.5192817,0.48322317,0.48357835,0.45594108,0.4720532,0.46275127,0.4397958,0.47122425,0.44101748,0.44030342,0.58994114,0.6015653,0.57988715,0.5095418,0.4995954,0.47341812,0.475987,0.44769436,0.42263842
river,sea,5.72,,540,دریا,سمندر,0.6248196,0.6860057,0.70836914,0.59560245,0.58356327,0.6009094,0.55309856,0.5736608,0.58267564,0.54373497,0.5453344,0.5460625,0.48271665,0.51205,0.54116637,0.6472148,0.635096,0.6565137,0.5789779,0.57153404,0.62354976,0.4952833,0.50037885,0.53465486
task,job,8.87,,541,کام,کام,1.0000001,1,1,1,1,0.99999994,1,1,1,1,1,0.99999994,1,1,1,1,1,1,1,1,1,1,1,1
club,society,5.23,,542,کلب,سوسائٹی,0.51114184,0.49522123,0.48794562,0.43826327,0.41664568,0.3887805,0.39397,0.33504918,0.30615154,0.34928128,0.33242315,0.31951153,0.3573231,0.31601998,0.29994747,0.48954958,0.51769716,0.4951566,0.3718584,0.37519246,0.37313268,0.33026928,0.31007457,0.28973362
reflection,image,7.27,,543,عکس,تصویر,0.17791626,0.23851387,0.21671194,0.17417383,0.14079998,0.09019172,0.1641237,0.13192737,0.12635207,0.14961824,0.15290666,0.12541422,0.1542219,0.121169925,0.10512581,0.16812868,0.16745518,0.15505931,0.17622446,0.14280885,0.11949876,0.15767242,0.13077188,0.11356583
prince,king,5.92,,544,پرنس,بادشاہ,0.5294284,0.44440597,0.4522607,0.3743734,0.36071974,0.3877413,0.3799886,0.37887427,0.38574713,0.32454634,0.29035494,0.2868874,0.25755024,0.25367662,0.23310234,0.4879992,0.4324195,0.43907586,0.3802312,0.3651331,0.34546468,0.27192777,0.24220857,0.23286001
snow,weather,5.48,,545,برف,موسم,0.4524694,0.48200706,0.5316205,0.3330018,0.39389113,0.39352876,0.32420012,0.36359596,0.37441108,0.28017342,0.29650778,0.3577701,0.28881648,0.2763964,0.3131336,0.40989712,0.47089428,0.5005778,0.3601301,0.35913265,0.41618493,0.2589399,0.2877009,0.29051214
people,party,2.2,,546,لوگ,پارٹی,0.041343708,0.03260683,0.07265996,-0.00524112,0.016833248,0.002746088,0.019338557,0.033041082,0.036183372,0.033011165,0.029574996,0.022584684,0.047486603,0.033933368,0.04380233,0.002466008,0.007065039,-0.019077545,0.008391127,0.00827325,0.02836928,0.040062886,0.027750328,0.03517969
boy,brother,6.67,,547,لڑکا,بھائی,0.28970018,0.34317595,0.34179375,0.26543123,0.2593987,0.2714548,0.21567674,0.21314904,0.20752189,0.19454901,0.19609866,0.16196889,0.16486983,0.17361662,0.17527467,0.32409072,0.35887408,0.31880933,0.19871686,0.21101977,0.22565229,0.18216321,0.17667691,0.18704033
root,grass,3.55,,548,جڑ,گھاس,0.19744359,0.17925018,0.16810887,0.15528788,0.1548725,0.16273002,0.14066969,0.12388205,0.096568026,0.14307576,0.10664055,0.119647376,0.076467596,0.08428511,0.087783344,0.16175628,0.15567476,0.13850714,0.15093692,0.137976,0.13377899,0.12139593,0.10348678,0.117614746
money,pearl,2.1,,550,پیسے,پرل,-0.15203698,-0.10430015,-0.029562494,-0.10111776,-0.0793141,-0.04863084,-0.054613613,-0.09363421,-0.07898897,-0.085589394,-0.08381547,-0.072515965,-0.058942087,-0.074247174,-0.0641969,-0.09316939,-0.09989103,-0.02281633,-0.08992523,-0.069208995,-0.064977005,-0.09590399,-0.059052557,-0.030002756
money,diamond,3.42,,551,پیسے,ڈائمنڈ,0.10094031,0.1001747,0.10464513,0.0983844,0.067658566,0.09451641,0.09676049,0.071239844,0.09431732,0.04862602,0.044242643,0.04309159,0.054534845,0.054956183,0.037175145,0.10046682,0.13713166,0.16726443,0.112604216,0.078646354,0.08981192,0.052714545,0.039968416,0.044391114
vehicle,bus,6.47,,552,گاڑی,بس,0.45756048,0.4802337,0.5131285,0.3804826,0.38755357,0.3811028,0.3628835,0.36582786,0.3563959,0.34568805,0.34276515,0.34487253,0.32026756,0.33112827,0.32810077,0.43866396,0.449664,0.46049184,0.3769226,0.37543783,0.37031245,0.3201971,0.345368,0.3387543
cab,bus,5.6,,553,ٹیکسی,بس,0.48151052,0.4826667,0.5307959,0.43374068,0.44063425,0.42263472,0.38048327,0.39225486,0.36462107,0.36365652,0.3713975,0.3650734,0.37276793,0.33161888,0.32920498,0.45350146,0.4808054,0.5085073,0.41524276,0.4295294,0.38753432,0.35611802,0.3418931,0.33529073
house,barn,4.33,,554,گھر,بارن,-0.053917672,-0.16181092,-0.12955327,-0.052448686,-0.015526854,-0.035149183,-0.033711668,-0.01819727,-0.0470586,-0.020807216,-0.029429503,-0.05579045,0.018116053,-0.044330996,-0.04089685,-0.062569454,-0.07579765,-0.11255838,-0.030216085,-0.030521564,-0.058559652,-0.02603301,-0.024628283,-0.051952228
finger,palm,3.33,,555,انگلی,کھجور,-0.07362133,-0.06042115,-0.04210497,-0.025960896,0.008239386,-0.028852576,0.030619051,0.03169916,-0.002960841,0.04712841,0.028651409,0.052866973,0.044266872,0.05177369,0.015425524,-0.05401137,-0.08884835,-0.073053055,0.033445857,0.022199152,0.007194087,0.04578142,0.018192269,-0.004142625
car,bridge,0.95,,556,گاڑی,پل,0.26238564,0.2894199,0.28826967,0.17831905,0.19431849,0.18554132,0.1895379,0.17167993,0.18347833,0.16330096,0.17780788,0.16821371,0.16120079,0.1588859,0.1432354,0.2238492,0.24606349,0.25372756,0.18385531,0.19641116,0.1869545,0.13613962,0.13881418,0.13892019
effort,difficulty,4.45,,557,کوشش,مشکل,0.2278907,0.1621114,0.16476788,0.18257965,0.15210453,0.14876918,0.1540096,0.13520902,0.12159371,0.14950065,0.118560314,0.10662417,0.14407255,0.11233661,0.10597417,0.1989218,0.16177809,0.13463719,0.16841513,0.1343729,0.13229425,0.14319126,0.108370915,0.10656519
fact,insight,4.77,,558,حقیقت,بصیرت,0.29849526,0.2508054,0.25567988,0.21458378,0.14521548,0.19663787,0.20799348,0.17394315,0.1852978,0.17496367,0.174979,0.1783844,0.15822642,0.12569387,0.117034316,0.23565382,0.20718734,0.25651464,0.20022394,0.1786543,0.2370084,0.12552968,0.088955425,0.15736496
job,management,3.97,,559,کام,انتظام,0.48619625,0.47139427,0.45248508,0.3752354,0.3515354,0.34184048,0.36236545,0.3380941,0.3103038,0.34786472,0.3291626,0.29982764,0.3428863,0.3055796,0.30822706,0.42193878,0.42207265,0.40908188,0.3475353,0.32024205,0.3228107,0.33387613,0.31274977,0.31300175
cancer,sickness,7.93,,560,کینسر,بیماری,0.73258156,0.7671435,0.77608633,0.6482234,0.69574195,0.7239949,0.62277204,0.67162144,0.662604,0.56668794,0.62045103,0.6416286,0.53602827,0.56959045,0.59487474,0.7038522,0.7561538,0.7640655,0.62394595,0.660662,0.69700015,0.5354814,0.5720378,0.5901391
word,newspaper,2.47,,561,لفظ,اخبار,0.05177186,-0.03251308,-0.07157966,0.026183706,0.00219757,0.003202723,0.019667737,0.056165874,0.033802297,0.06494779,0.042657223,0.038412616,0.06392897,0.035893355,0.043025196,0.043869153,-0.020245656,0.012364239,0.045124657,0.022435386,0.019834395,0.04509218,0.03704501,0.013553033
composer,writer,6.58,,562,کمپوزر,مصنف,0.58974266,0.5267873,0.4780145,0.47812557,0.40700307,0.382227,0.41902232,0.3700096,0.3467399,0.41824993,0.40991935,0.36091378,0.39918634,0.36255255,0.34619275,0.56646305,0.4680562,0.42413974,0.45149314,0.409245,0.37325093,0.3730528,0.35065785,0.36149037
actor,singer,4.52,,563,اداکار,گلوکار,0.80072033,0.757883,0.71269864,0.74169,0.70297706,0.6753892,0.70827353,0.67485344,0.6391326,0.67507404,0.6371744,0.6097059,0.64928544,0.6089673,0.5852142,0.7924839,0.73749244,0.71140987,0.7241294,0.6737572,0.6379459,0.65022093,0.61283636,0.5893382
cabin,hut,6.53,,566,کیبن,ہٹ,0.06834478,0.0602278,-0.036019366,0.006938803,-0.017740754,-0.022615127,0.035334233,0.000770924,0.04392577,-0.00498497,0.009688518,0.00293136,0.001250609,-0.018847387,-0.01601489,0.06685646,0.018878605,0.04928296,0.030404165,0.000853002,0.003540259,0.01448703,-0.035653956,-0.009698154
door,kitchen,1.67,,567,دروازے,کچن,0.22671975,0.26057136,0.17688021,0.15581615,0.10197706,0.0985366,0.10132618,0.10011883,0.06915228,0.12221264,0.10319696,0.07052891,0.1014507,0.09216734,0.06919467,0.15656477,0.15496701,0.18577744,0.15819378,0.10762862,0.08521489,0.1172696,0.061060954,0.019565433
value,belief,7.07,,568,قدر,یقین,0.10082555,0.13224402,0.07744678,0.14740264,0.11452632,0.11879373,0.13922593,0.1540019,0.14712916,0.15514636,0.12836999,0.10449682,0.14576426,0.12782712,0.11422671,0.14989223,0.08729819,0.06513484,0.15287095,0.13894384,0.13535497,0.14040639,0.109436214,0.11354748
wisdom,intelligence,7.47,,569,حکمت,ذہانت,0.30105224,0.25338474,0.28459772,0.19477178,0.12320662,0.16348353,0.19501637,0.14068611,0.14924347,0.17472805,0.14346018,0.09820939,0.17383838,0.13578483,0.091429204,0.17424801,0.16963425,0.23043194,0.16813344,0.123008326,0.11199321,0.15997893,0.13146555,0.07009146
ignorance,intelligence,1.5,,570,جہالت,ذہانت,0.26028267,0.24376328,0.22767757,0.25831163,0.25577122,0.23182797,0.19640703,0.20498832,0.18228497,0.17733802,0.1513761,0.12823862,0.17183001,0.1454778,0.111852296,0.21858716,0.19750413,0.20470272,0.21691488,0.18129802,0.13199955,0.17344937,0.13394344,0.119960934
happiness,luck,2.38,,571,خوشی,قسمت,0.24345174,0.14701584,0.08555846,0.2043191,0.14534044,0.10105405,0.20246853,0.114700116,0.08649039,0.20726411,0.12659748,0.08780394,0.16701056,0.13071215,0.082008585,0.20685115,0.20403701,0.102829255,0.2037017,0.12677932,0.10624793,0.18901008,0.12709738,0.091157086
idea,scheme,6.75,,572,خیال,سکیم,-0.023934875,0.004078836,0.017650466,0.016538985,-0.057093445,0.005765362,0.007874325,0.012034895,0.041996047,0.014448959,0.026824227,0.009538456,0.01166805,0.015344165,0.010245539,-0.043034215,-0.012454744,-0.012359686,0.016205365,0.03439711,0.012637109,0.009255466,0.002130769,0.013297491
mood,emotion,8.12,,573,موڈ,جذبات,0.26463312,0.20711482,0.29110494,0.28094462,0.21957907,0.17795987,0.25359276,0.21950875,0.20564058,0.26666647,0.22264071,0.1893054,0.22465158,0.21294978,0.18391195,0.2585932,0.26132572,0.24512821,0.28066778,0.23096728,0.20118958,0.22565193,0.18265605,0.17650184
happiness,peace,6.03,,574,خوشی,امن,0.22590789,0.22225033,0.20627926,0.18920113,0.16692957,0.15803769,0.16187793,0.13509658,0.10954538,0.13536237,0.12182638,0.09230806,0.13757116,0.14155369,0.1058148,0.18514055,0.14045247,0.1265563,0.17221507,0.14395925,0.12846473,0.13594519,0.13923526,0.1063986
despair,misery,7.22,,575,ناراضگی,مصیبت,0.35567027,0.31728578,0.31010032,0.30612886,0.24187982,0.28784284,0.24243908,0.19683085,0.21947044,0.2087967,0.18867888,0.18398695,0.17866392,0.1763083,0.11316864,0.34819263,0.28918195,0.3121051,0.27563545,0.23814248,0.22010076,0.17678827,0.13482413,0.13910145
logic,arithmetic,3.97,,576,منطق,ریاضی,0.1458023,0.15791765,0.21101476,0.1753637,0.15623988,0.15795739,0.1340594,0.08724265,0.13132547,0.12713896,0.12771103,0.11637574,0.13479324,0.08912206,0.08088903,0.12813452,0.18722825,0.17297447,0.14322951,0.13988733,0.094142124,0.11338198,0.09070166,0.056955133
denial,confession,1.03,,577,انکار,اعتراف,0.4202653,0.3959847,0.42934206,0.36684904,0.34151638,0.3297428,0.34130254,0.32981476,0.33319113,0.32432973,0.3262403,0.3162095,0.32047158,0.32053477,0.3083542,0.3707825,0.36961126,0.3767093,0.36406314,0.34271276,0.3205359,0.3177443,0.31298208,0.32341576
argument,criticism,5.08,,578,دلیل,تنقید,0.13903902,0.10251373,0.093828164,0.11918877,0.09673991,0.058698155,0.10218487,0.041586086,0.050347645,0.093395926,0.07982636,0.049784694,0.067293316,0.0662515,0.058566086,0.11838101,0.09534283,0.10680999,0.096574485,0.03526712,0.040318783,0.09394452,0.088122316,0.06520238
aggression,hostility,8.48,,579,جارحیت,برادری,0.20200185,0.17449474,0.23991293,0.11926674,0.11195467,0.12975514,0.15727897,0.1480663,0.13975078,0.12913892,0.11966784,0.14319068,0.13470528,0.12322508,0.11659955,0.1849625,0.18437958,0.17033777,0.15266857,0.14117107,0.15189084,0.13446182,0.13146353,0.11326401
chemistry,theory,3.17,,581,کیمسٹری,نظریہ,0.12231148,0.11056338,0.07950895,0.10884038,0.0528273,0.06768113,0.043354336,0.06759698,0.07015981,0.060615037,0.034713317,0.07321188,0.067709856,0.04527198,0.05244441,0.044668883,0.08999463,0.08081509,0.08926739,0.07897491,0.08183384,0.05443825,0.042172335,0.06700951
confidence,self,3.12,,584,اعتماد,خود,0.2453477,0.27762288,0.2502168,0.1712301,0.14354944,0.17921683,0.14852318,0.12866154,0.112746105,0.15480499,0.14581569,0.12135015,0.13285843,0.12695113,0.11688024,0.21867263,0.21581133,0.23822293,0.16664024,0.13263682,0.12719789,0.1383484,0.13975121,0.11665898
era,decade,5.4,,586,دور,دہائی,0.18297432,0.21935833,0.22223572,0.19632928,0.23093608,0.23764464,0.16802762,0.18043768,0.19528988,0.16261068,0.17521493,0.19170675,0.168471,0.17472178,0.19204025,0.24166328,0.22091752,0.24650253,0.18105423,0.18843356,0.19511436,0.16443247,0.16750357,0.18182448
biography,fiction,1.38,,587,جیونی,فکشن,0.06715555,0.015842795,0.055468857,-0.007760756,0.021862824,0.03091776,0.023326972,0.027743673,-0.03369315,-0.027632196,-0.030166592,0.022186194,-0.01359171,-0.001764913,0.007535181,0.014196124,0.092181265,-0.014648572,0.003925841,-0.040910687,0.015248504,0.011419598,0.013915531,0.021087337
discussion,argument,5.48,,588,بحث,دلیل,0.14697523,0.04758618,0.030580556,0.13295701,0.085267805,0.09121668,0.13951151,0.10461435,0.0625228,0.12861468,0.10149154,0.07807968,0.10791967,0.07762567,0.043875318,0.13168037,0.06637173,0.082062736,0.13755882,0.0946255,0.058211386,0.14245519,0.090258285,0.037064537
code,symbol,6.03,,589,کوڈ,علامت,-0.009237939,0.012329236,-0.008213106,-0.003149466,0.030885678,0.003658261,0.017126016,-0.019927768,-0.03435052,0.04031246,0.002271524,-0.039340645,0.020590547,-0.010995825,0.014042163,0.02601055,0.012520175,0.017573092,0.020238534,-0.011985451,-0.002524287,0.006576034,-0.050229236,-0.026937976
danger,disease,3,,590,خطرہ,بیماری,0.28669074,0.34830278,0.3535605,0.2616467,0.28129527,0.2874039,0.23054804,0.23401304,0.23720926,0.20035642,0.20659347,0.21706408,0.20309174,0.18957093,0.20103624,0.263506,0.2931129,0.31948736,0.23893501,0.2461341,0.27048954,0.19378808,0.2123124,0.20802489
accident,catastrophe,5.9,,591,حادثہ,تباہی,0.25951344,0.26654696,0.22516073,0.23036115,0.22750427,0.19755472,0.20346604,0.22211628,0.2078515,0.19508803,0.20829618,0.1869312,0.20872703,0.18012547,0.18923041,0.23495674,0.24280946,0.25539425,0.20766789,0.21173528,0.21270849,0.18004663,0.18399245,0.16420218
journey,trip,8.88,,592,سفر,سفر,1,1,0.99999994,1,1,1,1,1,1,1.0000001,1,1,1,0.99999994,1,1,1,1,1,1,1,1,1,1
activity,movement,7.15,,593,سرگرمی,تحریک,0.11479838,0.11705516,0.122071415,0.17844418,0.108948715,0.10050715,0.119480886,0.06698224,0.059805956,0.12814252,0.07003962,0.054213844,0.10582445,0.078594424,0.051110473,0.16873556,0.13480018,0.08978834,0.1496228,0.0940843,0.10245212,0.10769713,0.07517411,0.06492331
father,god,3.57,,595,باپ,خدا,0.34840113,0.34921473,0.32085547,0.31822944,0.27860048,0.28100273,0.321542,0.28525013,0.26265803,0.3266991,0.28674492,0.26153365,0.28690788,0.26834464,0.24625795,0.31246364,0.34207392,0.32053152,0.33621496,0.31216082,0.28748134,0.28845543,0.24287689,0.26265013
action,course,5.45,,596,عمل,کورس,0.29152474,0.21029188,0.22855006,0.20921896,0.1817628,0.18659493,0.20422931,0.17425899,0.19523393,0.20192993,0.18357411,0.15325728,0.18572718,0.17445052,0.15223181,0.21248294,0.21976875,0.19584535,0.2124043,0.21335034,0.15876073,0.19708917,0.16479166,0.15915342
fever,illness,7.65,,597,بخار,بیماری,0.5790535,0.61488956,0.61506385,0.48285106,0.5011329,0.53645754,0.4474349,0.47237784,0.47441188,0.39179298,0.42602134,0.4483779,0.37941265,0.4064456,0.40439832,0.5362695,0.6067363,0.5841484,0.46509743,0.4826804,0.49809957,0.37183708,0.39834026,0.39383727
game,action,4.85,,599,کھیل,عمل,0.16535297,0.13964838,0.1884029,0.15408966,0.12696092,0.1106399,0.15372542,0.12696503,0.112834916,0.15833926,0.14423358,0.12302036,0.14953426,0.128087,0.1206363,0.13243066,0.12123228,0.09746745,0.15238386,0.10419425,0.10733197,0.14997466,0.13443637,0.11874728
molecule,air,3.05,,600,انو,ایئر,-0.025844794,-0.058781996,-0.043521047,-0.015220434,-0.002318786,-0.046119433,0.016110774,-0.02807955,-0.020071791,0.013865896,-0.027316825,-0.05296265,0.018404944,-0.011472887,-0.000597348,0.002508724,-0.041554507,-0.06069011,-0.054519266,0.036391847,-0.03197801,0.025555713,-0.025796682,0.0012083
